Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
SXC,"SunCoke Energy, Inc.",6.06,$525.74M,2011,Basic Industries,Steel/Iron Ore,https://old.nasdaq.com/symbol/sxc
SU,Suncor Energy  Inc.,32.47,$50.09B,n/a,Energy,Integrated oil Companies,https://old.nasdaq.com/symbol/su
STG,Sunlands Technology Group,2.64,$449.88M,2018,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/stg
NOVA,Sunnova Energy International Inc.,11.42,$959.06M,2019,Public Utilities,Power Generation,https://old.nasdaq.com/symbol/nova
SUN,Sunoco LP,30.88,$2.56B,2012,Energy,Integrated oil Companies,https://old.nasdaq.com/symbol/sun
SHO,"Sunstone Hotel Investors, Inc.",14.36,$3.23B,2004,Consumer Services,Hotels/Resorts,https://old.nasdaq.com/symbol/sho
SHO^E,"Sunstone Hotel Investors, Inc.",26.42,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/sho^e
SHO^F,"Sunstone Hotel Investors, Inc.",26.175,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/sho^f
SUP,"Superior Industries International, Inc.",3.82,$95.99M,n/a,Capital Goods,Auto Parts:O.E.M.,https://old.nasdaq.com/symbol/sup
SUZ,Suzano S.A.,9.8,$13.22B,2018,Basic Industries,Paper,https://old.nasdaq.com/symbol/suz
SWZ,"Swiss Helvetia Fund, Inc. (The)",8.36,$110.91M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/swz
SWCH,"Switch, Inc.",14.85,$3.58B,2017,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/swch
SBE,Switchback Energy Acquisition Corporation,9.8,$384.79M,2019,Finance,Business Services,https://old.nasdaq.com/symbol/sbe
SBE.U,Switchback Energy Acquisition Corporation,n/a,n/a,2019,n/a,n/a,https://old.nasdaq.com/symbol/sbe.u
SBE.WS,Switchback Energy Acquisition Corporation,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/sbe.ws
SYF,Synchrony Financial,36.33,$23.48B,2014,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/syf
SYF^A,Synchrony Financial,25.6,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/syf^a
SNX,Synnex Corporation,128.96,$6.59B,2003,Technology,Retail: Computer Software & Peripheral Equipment,https://old.nasdaq.com/symbol/snx
SNV,Synovus Financial Corp.,38.66,$5.67B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/snv
SNV^D,Synovus Financial Corp.,26.99,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/snv^d
SNV^E,Synovus Financial Corp.,26.6,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/snv^e
GJP,"Synthetic Fixed-Income Securities, Inc.",22.9259,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/gjp
GJR,"Synthetic Fixed-Income Securities, Inc.",22.56,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/gjr
GJT,"Synthetic Fixed-Income Securities, Inc.",21.537,n/a,n/a,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/gjt
SYY,Sysco Corporation,85.3,$43.52B,n/a,Consumer Non-Durables,Food Distributors,https://old.nasdaq.com/symbol/syy
SYX,Systemax Inc.,25.76,$966.8M,n/a,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/syx
TLRD,"Tailored Brands, Inc.",4.29,$207.73M,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,https://old.nasdaq.com/symbol/tlrd
TWN,"Taiwan Fund, Inc. (The)",21.87,$167.94M,1986,n/a,n/a,https://old.nasdaq.com/symbol/twn
TSM,Taiwan Semiconductor Manufacturing Company Ltd.,58.22,$301.93B,1997,Technology,Semiconductors,https://old.nasdaq.com/symbol/tsm
TAK,Takeda Pharmaceutical Company Limited,20.02,$63.12B,2018,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/tak
TAL,TAL Education Group,47.54,$28.11B,n/a,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/tal
TGE,"Tallgrass Energy, LP",22.1,$6.22B,2015,Public Utilities,Natural Gas Distribution,https://old.nasdaq.com/symbol/tge
TALO,"Talos Energy, Inc.",29.4,$1.59B,2018,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/talo
SKT,"Tanger Factory Outlet Centers, Inc.",14.5,$1.35B,1993,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/skt
TPR,"Tapestry, Inc.",27.09,$7.48B,n/a,Consumer Non-Durables,Apparel,https://old.nasdaq.com/symbol/tpr
NGLS^A,Targa Resources Partners LP,26.07,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ngls^a
TRGP,"Targa Resources, Inc.",40.28,$9.38B,2010,Public Utilities,Natural Gas Distribution,https://old.nasdaq.com/symbol/trgp
TGT,Target Corporation,128.34,$65.03B,n/a,Consumer Services,Department/Specialty Retail Stores,https://old.nasdaq.com/symbol/tgt
TARO,Taro Pharmaceutical Industries Ltd.,90.75,$3.5B,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/taro
TTM,Tata Motors Ltd,12.49,$8.99B,n/a,Capital Goods,Auto Manufacturing,https://old.nasdaq.com/symbol/ttm
TCO,"Taubman Centers, Inc.",29.81,$1.82B,1992,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/tco
TCO^J,"Taubman Centers, Inc.",25.39,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/tco^j
TCO^K,"Taubman Centers, Inc.",25.25,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/tco^k
TMHC,Taylor Morrison Home Corporation,21.63,$2.29B,2013,Capital Goods,Homebuilding,https://old.nasdaq.com/symbol/tmhc
TRP,TC Energy Corporation,53.23,$49.74B,n/a,Public Utilities,Natural Gas Distribution,https://old.nasdaq.com/symbol/trp
TCP,"TC PipeLines, LP",41.57,$3.04B,n/a,Public Utilities,Natural Gas Distribution,https://old.nasdaq.com/symbol/tcp
TSI,"TCW Strategic Income Fund, Inc.",5.88,$280.4M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/tsi
TEL,TE Connectivity Ltd.,95.08,$31.8B,n/a,Technology,Electronic Components,https://old.nasdaq.com/symbol/tel
TISI,"Team, Inc.",15.88,$482.19M,n/a,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/tisi
FTI,TechnipFMC plc,21.22,$9.49B,n/a,Energy,Metal Fabrications,https://old.nasdaq.com/symbol/fti
TECK,Teck Resources Ltd,17.26,$9.43B,n/a,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://old.nasdaq.com/symbol/teck
TK,Teekay Corporation,5.42,$546.25M,n/a,Transportation,Marine Transportation,https://old.nasdaq.com/symbol/tk
TGP,Teekay LNG Partners L.P.,15.88,$1.23B,2005,Consumer Services,Marine Transportation,https://old.nasdaq.com/symbol/tgp
TGP^A,Teekay LNG Partners L.P.,26.88,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/tgp^a
TGP^B,Teekay LNG Partners L.P.,26.29,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/tgp^b
TOO,Teekay Offshore Partners L.P.,1.54,$633.25M,2006,Consumer Services,Marine Transportation,https://old.nasdaq.com/symbol/too
TOO^A,Teekay Offshore Partners L.P.,21.09,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/too^a
TOO^B,Teekay Offshore Partners L.P.,22.4399,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/too^b
TOO^E,Teekay Offshore Partners L.P.,22.59,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/too^e
TNK,Teekay Tankers Ltd.,23.57,$792.54M,2007,Consumer Services,Marine Transportation,https://old.nasdaq.com/symbol/tnk
TGNA,TEGNA Inc.,16.91,$3.67B,n/a,Consumer Services,Broadcasting,https://old.nasdaq.com/symbol/tgna
TRC,Tejon Ranch Co,16.35,$425.9M,n/a,Finance,Real Estate,https://old.nasdaq.com/symbol/trc
HQH,Tekla Healthcare Investors,21.26,$898.23M,1987,n/a,n/a,https://old.nasdaq.com/symbol/hqh
THQ,Tekla Healthcare Opportunies Fund,19.17,$794.84M,2014,n/a,n/a,https://old.nasdaq.com/symbol/thq
HQL,Tekla Life Sciences Investors,17.73,$410.98M,1992,n/a,n/a,https://old.nasdaq.com/symbol/hql
THW,Tekla World Healthcare Fund,13.92,$419.77M,2015,n/a,n/a,https://old.nasdaq.com/symbol/thw
TDOC,"Teladoc Health, Inc.",82.79,$5.99B,2015,Health Care,Medical/Nursing Services,https://old.nasdaq.com/symbol/tdoc
TLRA,"Telaria, Inc.",9.37,$436.38M,2013,Technology,Advertising,https://old.nasdaq.com/symbol/tlra
TEO,Telecom Argentina Stet - France Telecom S.A.,11.29,$4.86B,n/a,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/teo
TDY,Teledyne Technologies Incorporated,347.64,$12.68B,n/a,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/tdy
TFX,Teleflex Incorporated,374.31,$17.33B,n/a,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/tfx
VIV,Telefonica Brasil S.A.,14.14,$23.88B,n/a,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/viv
TEF,Telefonica SA,7.13,$37.02B,1988,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/tef
TDA,"Telephone and Data Systems, Inc.",25.08,n/a,n/a,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/tda
TDE,"Telephone and Data Systems, Inc.",25.4,n/a,n/a,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/tde
TDI,"Telephone and Data Systems, Inc.",26.56,n/a,n/a,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/tdi
TDJ,"Telephone and Data Systems, Inc.",25.3,n/a,n/a,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/tdj
TDS,"Telephone and Data Systems, Inc.",24.82,$2.85B,n/a,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/tds
TU,TELUS Corporation,38.42,$23.12B,n/a,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/tu
TDF,"Templeton Dragon Fund, Inc.",19.14,$647.03M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/tdf
EMF,Templeton Emerging Markets Fund,15.46,$258.25M,1987,n/a,n/a,https://old.nasdaq.com/symbol/emf
TEI,"Templeton Emerging Markets Income Fund, Inc.",9.02,$432.95M,1993,n/a,n/a,https://old.nasdaq.com/symbol/tei
GIM,"Templeton Global Income Fund, Inc.",6.03,$808.89M,1988,n/a,n/a,https://old.nasdaq.com/symbol/gim
TPX,"Tempur Sealy International, Inc.",87.99,$4.76B,2003,Consumer Durables,Home Furnishings,https://old.nasdaq.com/symbol/tpx
TS,Tenaris S.A.,22.81,$13.46B,n/a,Basic Industries,Steel/Iron Ore,https://old.nasdaq.com/symbol/ts
TME,Tencent Music Entertainment Group,11.65,$19.02B,2018,Consumer Services,Broadcasting,https://old.nasdaq.com/symbol/tme
THC,Tenet Healthcare Corporation,38.45,$3.99B,n/a,Health Care,Hospital/Nursing Management,https://old.nasdaq.com/symbol/thc
TNC,Tennant Company,77.92,$1.42B,n/a,Technology,Industrial Machinery/Components,https://old.nasdaq.com/symbol/tnc
TEN,Tenneco Inc.,13.61,$1.1B,n/a,Capital Goods,Auto Parts:O.E.M.,https://old.nasdaq.com/symbol/ten
TVC,Tennessee Valley Authority,26.68,n/a,n/a,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/tvc
TVE,Tennessee Valley Authority,25.56,n/a,n/a,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/tve
TDC,Teradata Corporation,26.99,$3.04B,n/a,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/tdc
TEX,Terex Corporation,30.67,$2.19B,n/a,Capital Goods,Construction/Ag Equipment/Trucks,https://old.nasdaq.com/symbol/tex
TX,Ternium S.A.,22.24,$4.37B,n/a,Basic Industries,Steel/Iron Ore,https://old.nasdaq.com/symbol/tx
TRNO,Terreno Realty Corporation,52.68,$3.53B,2010,Finance,Real Estate,https://old.nasdaq.com/symbol/trno
TTI,"Tetra Technologies, Inc.",2.04,$256.1M,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/tti
TEVA,Teva Pharmaceutical Industries Limited,9.96,$10.88B,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/teva
TPL,Texas Pacific Land Trust,783.7,$6.08B,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/tpl
TGH,Textainer Group Holdings Limited,10.97,$623.57M,2007,Technology,Diversified Commercial Services,https://old.nasdaq.com/symbol/tgh
TXT,Textron Inc.,45.57,$10.4B,n/a,Capital Goods,Aerospace,https://old.nasdaq.com/symbol/txt
AES,The AES Corporation,19.82,$13.16B,n/a,Basic Industries,Electric Utilities: Central,https://old.nasdaq.com/symbol/aes
BX,The Blackstone Group Inc.,55.29,$66.31B,2007,Finance,Investment Managers,https://old.nasdaq.com/symbol/bx
CEE,"The Central and Eastern Europe Fund, Inc.",29.1,$199.12M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/cee
SCHW,The Charles Schwab Corporation,48.71,$62.57B,n/a,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/schw
SCHW^C,The Charles Schwab Corporation,26.16,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/schw^c
SCHW^D,The Charles Schwab Corporation,26.6,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/schw^d
COO,"The Cooper Companies, Inc. ",320.67,$15.9B,n/a,Health Care,Ophthalmic Goods,https://old.nasdaq.com/symbol/coo
GDV,The Gabelli Dividend & Income Trust,21.84,$1.81B,2003,n/a,n/a,https://old.nasdaq.com/symbol/gdv
GDV^A,The Gabelli Dividend & Income Trust,25.78,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/gdv^a
GDV^D.CL,The Gabelli Dividend & Income Trust,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/gdv^d.cl
GDV^G,The Gabelli Dividend & Income Trust,25.8,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/gdv^g
GDV^H,The Gabelli Dividend & Income Trust,26.3197,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/gdv^h
GRX,The Gabelli Healthcare & Wellness Trust,11.42,$211.77M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/grx
GRX^A,The Gabelli Healthcare & Wellness Trust,25.915,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/grx^a
GRX^B,The Gabelli Healthcare & Wellness Trust,25.82,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/grx^b
GDL,The GDL Fund,9.22,$149.04M,2007,n/a,n/a,https://old.nasdaq.com/symbol/gdl
GDL^C,The GDL Fund,50.93,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/gdl^c
THG,"The Hanover Insurance Group, Inc.",137.27,$5.41B,n/a,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/thg
THGA,"The Hanover Insurance Group, Inc.",25.7902,n/a,n/a,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/thga
MSG,The Madison Square Garden Company,293.81,$7.02B,2015,Consumer Services,Services-Misc. Amusement & Recreation,https://old.nasdaq.com/symbol/msg
RUBI,"The Rubicon Project, Inc.",8.6,$456.41M,2014,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/rubi
TRV,"The Travelers Companies, Inc.",136.23,$35.16B,n/a,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/trv
VAM,The Vivaldi Opportunities Fund,13.58,$77.57M,2018,n/a,n/a,https://old.nasdaq.com/symbol/vam
TMO,Thermo Fisher Scientific Inc,328.04,$131.54B,n/a,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/tmo
THR,"Thermon Group Holdings, Inc.",27.07,$886.57M,2011,Energy,Industrial Machinery/Components,https://old.nasdaq.com/symbol/thr
TPRE,Third Point Reinsurance Ltd.,10.51,$990.26M,2013,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/tpre
TSLF,THL Credit Senior Loan Fund,15.16,$112.47M,2013,n/a,n/a,https://old.nasdaq.com/symbol/tslf
TCRW,"THL Credit, Inc.",25.9516,n/a,2018,n/a,n/a,https://old.nasdaq.com/symbol/tcrw
TCRZ,"THL Credit, Inc.",25.31,n/a,2015,n/a,n/a,https://old.nasdaq.com/symbol/tcrz
TRI,Thomson Reuters Corp,71.46,$35.72B,n/a,Consumer Services,Publishing,https://old.nasdaq.com/symbol/tri
THO,"Thor Industries, Inc.",76.52,$4.22B,n/a,Consumer Non-Durables,Homebuilding,https://old.nasdaq.com/symbol/tho
TDW,Tidewater Inc.,18.83,$738.72M,2017,Consumer Services,Marine Transportation,https://old.nasdaq.com/symbol/tdw
TDW.WS.A,Tidewater Inc.,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/tdw.ws.a
TDW.WS.B,Tidewater Inc.,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/tdw.ws.b
TIF,Tiffany & Co.,133.52,$16.01B,1987,Consumer Services,Consumer Specialties,https://old.nasdaq.com/symbol/tif
TLYS,"Tilly&#39;s, Inc.",12.19,$361.78M,2012,Consumer Services,Clothing/Shoe/Accessory Stores,https://old.nasdaq.com/symbol/tlys
TSU,TIM Participacoes S.A.,18.68,$9.04B,n/a,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/tsu
TKR,Timken Company (The),56.72,$4.27B,n/a,Capital Goods,Metal Fabrications,https://old.nasdaq.com/symbol/tkr
TMST,TimkenSteel Corporation,7.5,$336.15M,2014,Basic Industries,Steel/Iron Ore,https://old.nasdaq.com/symbol/tmst
TWI,"Titan International, Inc.",3.68,$221.86M,n/a,Basic Industries,Steel/Iron Ore,https://old.nasdaq.com/symbol/twi
TJX,"TJX Companies, Inc. (The)",60.04,$72.24B,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,https://old.nasdaq.com/symbol/tjx
TOL,"Toll Brothers, Inc.",39.57,$5.56B,n/a,Capital Goods,Homebuilding,https://old.nasdaq.com/symbol/tol
TR,"Tootsie Roll Industries, Inc.",34.62,$1.36B,n/a,Consumer Non-Durables,Specialty Foods,https://old.nasdaq.com/symbol/tr
BLD,TopBuild Corp.,101.74,$3.41B,2015,Basic Industries,Engineering & Construction,https://old.nasdaq.com/symbol/bld
TTC,Toro Company (The),79.56,$8.48B,n/a,Capital Goods,Tools/Hardware,https://old.nasdaq.com/symbol/ttc
TD,Toronto Dominion Bank (The),55.92,$101.77B,n/a,Finance,Commercial Banks,https://old.nasdaq.com/symbol/td
SHLL,Tortoise Acquisition Corp.,9.97,$290.39M,2019,Finance,Business Services,https://old.nasdaq.com/symbol/shll
SHLL.U,Tortoise Acquisition Corp.,n/a,n/a,2019,n/a,n/a,https://old.nasdaq.com/symbol/shll.u
SHLL.WS,Tortoise Acquisition Corp.,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/shll.ws
NDP,"Tortoise Energy Independence Fund, Inc.",4.31,$63.65M,2012,n/a,n/a,https://old.nasdaq.com/symbol/ndp
TYG,Tortoise Energy Infrastructure Corporation,18.58,$998.3M,2004,n/a,n/a,https://old.nasdaq.com/symbol/tyg
TEAF,Tortoise Essential Assets Income Term Fund,16.55,$223.28M,2019,n/a,n/a,https://old.nasdaq.com/symbol/teaf
NTG,"Tortoise Midstream Energy Fund, Inc.",11.31,$714.91M,2010,n/a,n/a,https://old.nasdaq.com/symbol/ntg
TTP,"Tortoise Pipeline & Energy Fund, Inc.",13.07,$130.96M,2011,n/a,n/a,https://old.nasdaq.com/symbol/ttp
TPZ,"Tortoise Power and Energy Infrastructure Fund, Inc",17.33,$120.44M,2009,n/a,n/a,https://old.nasdaq.com/symbol/tpz
TOT,Total S.A.,55.04,$142.36B,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/tot
TSQ,"Townsquare Media, Inc.",9.79,$185.64M,2014,Consumer Services,Broadcasting,https://old.nasdaq.com/symbol/tsq
TM,Toyota Motor Corp Ltd Ord,141.96,$201.32B,n/a,Capital Goods,Auto Manufacturing,https://old.nasdaq.com/symbol/tm
TRTX,"TPG RE Finance Trust, Inc.",20.6,$1.53B,2017,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/trtx
TSLX,"TPG Specialty Lending, Inc.",21.5,$1.43B,2014,n/a,n/a,https://old.nasdaq.com/symbol/tslx
TAC,TransAlta Corporation,6.97,$1.95B,n/a,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/tac
TCI,"Transcontinental Realty Investors, Inc.",39.52,$344.53M,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/tci
TDG,Transdigm Group Incorporated,593.03,$31.76B,2006,Capital Goods,Military/Government/Technical,https://old.nasdaq.com/symbol/tdg
RIG,Transocean Ltd.,6.54,$4B,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/rig
TGS,Transportadora De Gas Sa Ord B,7.11,$1.09B,n/a,Public Utilities,Natural Gas Distribution,https://old.nasdaq.com/symbol/tgs
TRU,TransUnion,85.56,$16.11B,2015,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/tru
TREC,Trecora Resources,7.02,$173.5M,n/a,Energy,Integrated oil Companies,https://old.nasdaq.com/symbol/trec
TG,Tredegar Corporation,22.02,$734.37M,n/a,Capital Goods,Metal Fabrications,https://old.nasdaq.com/symbol/tg
THS,"Treehouse Foods, Inc.",48.17,$2.71B,n/a,Consumer Non-Durables,Packaged Foods,https://old.nasdaq.com/symbol/ths
TREX,"Trex Company, Inc.",89.02,$5.19B,n/a,Basic Industries,Forest Products,https://old.nasdaq.com/symbol/trex
TY,Tri Continental Corporation,28.29,$1.5B,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ty
TY^,Tri Continental Corporation,54.05,n/a,n/a,Consumer Services,Miscellaneous,https://old.nasdaq.com/symbol/ty^
TPH,"TRI Pointe Group, Inc.",15.55,$2.17B,2013,Capital Goods,Homebuilding,https://old.nasdaq.com/symbol/tph
TRNE,Trine Acquisition Corp.,9.97,$374.06M,2019,Finance,Business Services,https://old.nasdaq.com/symbol/trne
TRNE.U,Trine Acquisition Corp.,n/a,n/a,2019,n/a,n/a,https://old.nasdaq.com/symbol/trne.u
TRNE.WS,Trine Acquisition Corp.,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/trne.ws
TNET,"TriNet Group, Inc.",56.77,$3.96B,2014,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/tnet
TRN,"Trinity Industries, Inc.",23.01,$2.82B,n/a,Capital Goods,Railroads,https://old.nasdaq.com/symbol/trn
TSE,Trinseo S.A.,37.77,$1.48B,2014,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/tse
TPVG,TriplePoint Venture Growth BDC Corp.,14.15,$352.26M,2014,n/a,n/a,https://old.nasdaq.com/symbol/tpvg
TPVY,TriplePoint Venture Growth BDC Corp.,25.7189,n/a,2017,n/a,n/a,https://old.nasdaq.com/symbol/tpvy
GTS,Triple-S Management Corporation,19.31,$469.87M,2007,Finance,Accident &Health Insurance,https://old.nasdaq.com/symbol/gts
TRTN,Triton International Limited,39.68,$2.87B,2016,Technology,Diversified Commercial Services,https://old.nasdaq.com/symbol/trtn
TRTN^A,Triton International Limited,26.8792,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/trtn^a
TRTN^B,Triton International Limited,26.88,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/trtn^b
TRTN^C,Triton International Limited,25.86,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/trtn^c
TGI,"Triumph Group, Inc.",26.52,$1.33B,1996,Capital Goods,Aerospace,https://old.nasdaq.com/symbol/tgi
TROX,Tronox Holdings plc,11.74,$1.67B,n/a,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/trox
TBI,"TrueBlue, Inc.",23.55,$917.4M,n/a,Technology,Professional Services,https://old.nasdaq.com/symbol/tbi
TFC,Truist Financial Corporation,56.2,$75.38B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/tfc
TFC^F,Truist Financial Corporation,25.66,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/tfc^f
TFC^G,Truist Financial Corporation,25.53,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/tfc^g
TFC^H,Truist Financial Corporation,27.01,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/tfc^h
TFC^I,Truist Financial Corporation,25.24,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/tfc^i
TNP,Tsakos Energy Navigation Ltd,4.24,$379.96M,2002,Transportation,Marine Transportation,https://old.nasdaq.com/symbol/tnp
TNP^C,Tsakos Energy Navigation Ltd,25.6,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/tnp^c
TNP^D,Tsakos Energy Navigation Ltd,24.73,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/tnp^d
TNP^E,Tsakos Energy Navigation Ltd,23.559,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/tnp^e
TNP^F,Tsakos Energy Navigation Ltd,23.73,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/tnp^f
TUFN,Tufin Software Technologies Ltd.,17.75,$618.62M,2019,Technology,EDP Services,https://old.nasdaq.com/symbol/tufn
TUP,Tupperware Brands Corporation,8.48,$414.67M,n/a,Consumer Non-Durables,Plastic Products,https://old.nasdaq.com/symbol/tup
TKC,Turkcell Iletisim Hizmetleri AS,5.78,$5.07B,n/a,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/tkc
TPB,"Turning Point Brands, Inc.",26.85,$527.93M,2016,Consumer Non-Durables,Tobacco,https://old.nasdaq.com/symbol/tpb
TRQ,Turquoise Hill Resources Ltd.,0.6726,$1.35B,n/a,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/trq
TPC,Tutor Perini Corporation,13.1,$658.65M,n/a,Basic Industries,General Bldg Contractors - Nonresidential Bldgs,https://old.nasdaq.com/symbol/tpc
TWLO,Twilio Inc.,100.39,$13.77B,2016,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/twlo
TRWH,"Twin River Worldwide Holdings, Inc.",26.12,$894.18M,2019,Consumer Services,Hotels/Resorts,https://old.nasdaq.com/symbol/trwh
TWTR,"Twitter, Inc.",32.43,$25.18B,2013,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/twtr
TWO,Two Harbors Investments Corp,14.94,$4.08B,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/two
TWO^A,Two Harbors Investments Corp,27.78,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/two^a
TWO^B,Two Harbors Investments Corp,27.54,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/two^b
TWO^C,Two Harbors Investments Corp,26.15,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/two^c
TWO^D,Two Harbors Investments Corp,25.77,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/two^d
TWO^E,Two Harbors Investments Corp,25.65,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/two^e
